river_level,rainfall_rate,hour_of_day,month
3.9,0.13,21,1
3.9,0.1,22,1
3.9,0.06,23,1
3.44,0.01,0,1
3.44,0.01,1,1
3.44,0.01,2,1
3.44,0.01,3,1
3.44,0.01,4,1
3.44,0.01,5,1
3.44,0.01,6,1
3.44,0.02,7,1
3.44,0.03,8,1
3.44,0.03,9,1
3.44,0.03,10,1
3.44,0.03,11,1
3.44,0.04,12,1
3.44,0.04,13,1
3.44,0.1,14,1
3.44,0.12,15,1
3.44,0.09,16,1
3.44,0.06,17,1
3.44,0.04,18,1
3.44,0.03,19,1
3.44,0.03,20,1
3.44,0.02,21,1
3.44,0.02,22,1
3.44,0.01,23,1
2.12,0.14,0,1
2.12,0.14,1,1
2.12,0.14,2,1
2.12,0.14,3,1
2.12,0.14,4,1
2.12,0.21,5,1
2.12,0.34,6,1
2.12,0.48,7,1
2.12,0.62,8,1
2.12,0.68,9,1
2.12,0.75,10,1
2.12,0.82,11,1
2.12,0.89,12,1
2.12,1.03,13,1
2.12,2.39,14,1
2.12,2.73,15,1
2.12,2.05,16,1
2.12,1.37,17,1
2.12,1.03,18,1
2.12,0.82,19,1
2.12,0.68,20,1
2.12,0.55,21,1
2.12,0.41,22,1
2.12,0.27,23,1
3.28,0.3,0,1
3.28,0.3,1,1
3.28,0.3,2,1
3.28,0.3,3,1
3.28,0.3,4,1
3.28,0.44,5,1
3.28,0.74,6,1
3.28,1.04,7,1
3.28,1.33,8,1
3.28,1.48,9,1
3.28,1.63,10,1
3.28,1.78,11,1
3.28,1.92,12,1
3.28,2.22,13,1
3.28,5.18,14,1
3.28,5.92,15,1
3.28,4.44,16,1
3.28,2.96,17,1
3.28,2.22,18,1
3.28,1.78,19,1
3.28,1.48,20,1
3.28,1.18,21,1
3.28,0.89,22,1
3.28,0.59,23,1
3.64,0.26,0,1
3.64,0.26,1,1
3.64,0.26,2,1
3.64,0.26,3,1
3.64,0.26,4,1
3.64,0.4,5,1
3.64,0.66,6,1
3.64,0.93,7,1
3.64,1.19,8,1
3.64,1.32,9,1
3.64,1.46,10,1
3.64,1.59,11,1
3.64,1.72,12,1
3.64,1.99,13,1
3.64,4.63,14,1
3.64,5.29,15,1
3.64,3.97,16,1
3.64,2.65,17,1
3.64,1.99,18,1
3.64,1.59,19,1
3.64,1.32,20,1
3.64,1.06,21,1
3.64,0.79,22,1
3.64,0.53,23,1
3.43,0.06,0,1
3.43,0.06,1,1
3.43,0.06,2,1
3.43,0.06,3,1
3.43,0.06,4,1
3.43,0.08,5,1
3.43,0.14,6,1
3.43,0.2,7,1
3.43,0.25,8,1
3.43,0.28,9,1
3.43,0.31,10,1
3.43,0.34,11,1
3.43,0.36,12,1
3.43,0.42,13,1
3.43,0.98,14,1
3.43,1.12,15,1
3.43,0.84,16,1
3.43,0.56,17,1
3.43,0.42,18,1
3.43,0.34,19,1
3.43,0.28,20,1
3.43,0.22,21,1
3.43,0.17,22,1
3.43,0.11,23,1
3.26,0.02,0,1
3.26,0.02,1,1
3.26,0.02,2,1
3.26,0.02,3,1
3.26,0.02,4,1
3.26,0.03,5,1
3.26,0.04,6,1
3.26,0.06,7,1
3.26,0.08,8,1
3.26,0.09,9,1
3.26,0.1,10,1
3.26,0.1,11,1
3.26,0.11,12,1
3.26,0.13,13,1
3.26,0.31,14,1
3.26,0.35,15,1
3.26,0.26,16,1
3.26,0.17,17,1
3.26,0.13,18,1
3.26,0.1,19,1
3.26,0.09,20,1
3.26,0.07,21,1
3.26,0.05,22,1
3.26,0.03,23,1
3.11,0.02,0,1
3.11,0.02,1,1
3.11,0.02,2,1
3.11,0.02,3,1
3.11,0.02,4,1
3.11,0.03,5,1
3.11,0.04,6,1
3.11,0.06,7,1
3.11,0.08,8,1
3.11,0.09,9,1
3.11,0.1,10,1
3.11,0.1,11,1
3.11,0.11,12,1
3.11,0.13,13,1
3.11,0.31,14,1
3.11,0.35,15,1
3.11,0.26,16,1
3.11,0.17,17,1
3.11,0.13,18,1
3.11,0.1,19,1
3.11,0.09,20,1
3.11,0.07,21,1
3.11,0.05,22,1
3.11,0.03,23,1
2.07,0.02,0,1
2.07,0.02,1,1
2.07,0.02,2,1
2.07,0.02,3,1
2.07,0.02,4,1
2.07,0.03,5,1
2.07,0.04,6,1
2.07,0.06,7,1
2.07,0.08,8,1
2.07,0.09,9,1
2.07,0.1,10,1
2.07,0.1,11,1
2.07,0.11,12,1
2.07,0.13,13,1
2.07,0.31,14,1
2.07,0.35,15,1
2.07,0.26,16,1
2.07,0.17,17,1
2.07,0.13,18,1
2.07,0.1,19,1
2.07,0.09,20,1
2.07,0.07,21,1
2.07,0.05,22,1
2.07,0.03,23,1
1.99,0.01,0,1
1.99,0.01,1,1
1.99,0.01,2,1
1.99,0.01,3,1
1.99,0.01,4,1
1.99,0.01,5,1
1.99,0.01,6,1
1.99,0.02,7,1
1.99,0.02,8,1
1.99,0.03,9,1
1.99,0.03,10,1
1.99,0.03,11,1
1.99,0.03,12,1
1.99,0.04,13,1
1.99,0.09,14,1
1.99,0.1,15,1
1.99,0.08,16,1
1.99,0.05,17,1
1.99,0.04,18,1
1.99,0.03,19,1
1.99,0.03,20,1
1.99,0.02,21,1
1.99,0.02,22,1
1.99,0.01,23,1
1.94,0.06,0,1
1.94,0.06,1,1
1.94,0.06,2,1
1.94,0.06,3,1
1.94,0.06,4,1
1.94,0.1,5,1
1.94,0.16,6,1
1.94,0.22,7,1
1.94,0.29,8,1
1.94,0.32,9,1
1.94,0.35,10,1
1.94,0.38,11,1
1.94,0.42,12,1
1.94,0.48,13,1
1.94,1.12,14,1
1.94,1.28,15,1
1.94,0.96,16,1
1.94,0.64,17,1
1.94,0.48,18,1
1.94,0.38,19,1
1.94,0.32,20,1
1.94,0.26,21,1
1.94,0.19,22,1
1.94,0.13,23,1
1.91,0.08,0,2
1.91,0.08,1,2
1.91,0.08,2,2
1.91,0.08,3,2
1.91,0.08,4,2
1.91,0.13,5,2
1.91,0.21,6,2
1.91,0.29,7,2
1.91,0.38,8,2
1.91,0.42,9,2
1.91,0.46,10,2
1.91,0.5,11,2
1.91,0.54,12,2
1.91,0.63,13,2
1.91,1.46,14,2
1.91,1.67,15,2
1.91,1.25,16,2
1.91,0.84,17,2
1.91,0.63,18,2
1.91,0.5,19,2
1.91,0.42,20,2
1.91,0.33,21,2
1.91,0.25,22,2
1.91,0.17,23,2
1.95,0.06,0,2
1.95,0.06,1,2
1.95,0.06,2,2
1.95,0.06,3,2
1.95,0.06,4,2
1.95,0.09,5,2
1.95,0.15,6,2
1.95,0.21,7,2
1.95,0.27,8,2
1.95,0.29,9,2
1.95,0.32,10,2
1.95,0.35,11,2
1.95,0.38,12,2
1.95,0.44,13,2
1.95,1.03,14,2
1.95,1.18,15,2
1.95,0.88,16,2
1.95,0.59,17,2
1.95,0.44,18,2
1.95,0.35,19,2
1.95,0.29,20,2
1.95,0.24,21,2
1.95,0.18,22,2
1.95,0.12,23,2
1.94,0.02,0,2
1.94,0.02,1,2
1.94,0.02,2,2
1.94,0.02,3,2
1.94,0.02,4,2
1.94,0.02,5,2
1.94,0.04,6,2
1.94,0.05,7,2
1.94,0.07,8,2
1.94,0.08,9,2
1.94,0.08,10,2
1.94,0.09,11,2
1.94,0.1,12,2
1.94,0.11,13,2
1.94,0.27,14,2
1.94,0.31,15,2
1.94,0.23,16,2
1.94,0.15,17,2
1.94,0.11,18,2
1.94,0.09,19,2
1.94,0.08,20,2
1.94,0.06,21,2
1.94,0.05,22,2
1.94,0.03,23,2
1.89,0.0,0,2
1.89,0.0,1,2
1.89,0.0,2,2
1.89,0.0,3,2
1.89,0.0,4,2
1.89,0.0,5,2
1.89,0.0,6,2
1.89,0.0,7,2
1.89,0.0,8,2
1.89,0.0,9,2
1.89,0.0,10,2
1.89,0.0,11,2
1.89,0.0,12,2
1.89,0.01,13,2
1.89,0.01,14,2
1.89,0.01,15,2
1.89,0.01,16,2
1.89,0.01,17,2
1.89,0.01,18,2
1.89,0.0,19,2
1.89,0.0,20,2
1.89,0.0,21,2
1.89,0.0,22,2
1.89,0.0,23,2
1.84,0.03,0,2
1.84,0.03,1,2
1.84,0.03,2,2
1.84,0.03,3,2
1.84,0.03,4,2
1.84,0.04,5,2
1.84,0.07,6,2
1.84,0.09,7,2
1.84,0.12,8,2
1.84,0.13,9,2
1.84,0.14,10,2
1.84,0.16,11,2
1.84,0.17,12,2
1.84,0.2,13,2
1.84,0.46,14,2
1.84,0.52,15,2
1.84,0.39,16,2
1.84,0.26,17,2
1.84,0.2,18,2
1.84,0.16,19,2
1.84,0.13,20,2
1.84,0.1,21,2
1.84,0.08,22,2
1.84,0.05,23,2
1.8,0.06,0,2
1.8,0.06,1,2
1.8,0.06,2,2
1.8,0.06,3,2
1.8,0.06,4,2
1.8,0.09,5,2
1.8,0.15,6,2
1.8,0.2,7,2
1.8,0.26,8,2
1.8,0.29,9,2
1.8,0.32,10,2
1.8,0.35,11,2
1.8,0.38,12,2
1.8,0.44,13,2
1.8,1.02,14,2
1.8,1.16,15,2
1.8,0.87,16,2
1.8,0.58,17,2
1.8,0.44,18,2
1.8,0.35,19,2
1.8,0.29,20,2
1.8,0.23,21,2
1.8,0.17,22,2
1.8,0.12,23,2
1.83,0.02,0,2
1.83,0.02,1,2
1.83,0.02,2,2
1.83,0.02,3,2
1.83,0.02,4,2
1.83,0.03,5,2
1.83,0.05,6,2
1.83,0.07,7,2
1.83,0.09,8,2
1.83,0.1,9,2
1.83,0.11,10,2
1.83,0.12,11,2
1.83,0.13,12,2
1.83,0.15,13,2
1.83,0.34,14,2
1.83,0.39,15,2
1.83,0.29,16,2
1.83,0.2,17,2
1.83,0.15,18,2
1.83,0.12,19,2
1.83,0.1,20,2
1.83,0.08,21,2
1.83,0.06,22,2
1.83,0.04,23,2
1.81,0.05,0,2
1.81,0.05,1,2
1.81,0.05,2,2
1.81,0.05,3,2
1.81,0.05,4,2
1.81,0.07,5,2
1.81,0.12,6,2
1.81,0.16,7,2
1.81,0.21,8,2
1.81,0.23,9,2
1.81,0.26,10,2
1.81,0.28,11,2
1.81,0.3,12,2
1.81,0.35,13,2
1.81,0.81,14,2
1.81,0.93,15,2
1.81,0.7,16,2
1.81,0.47,17,2
1.81,0.35,18,2
1.81,0.28,19,2
1.81,0.23,20,2
1.81,0.19,21,2
1.81,0.14,22,2
1.81,0.09,23,2
1.76,0.1,0,2
1.76,0.1,1,2
1.76,0.1,2,2
1.76,0.1,3,2
1.76,0.1,4,2
1.76,0.15,5,2
1.76,0.26,6,2
1.76,0.36,7,2
1.76,0.46,8,2
1.76,0.52,9,2
1.76,0.57,10,2
1.76,0.62,11,2
1.76,0.67,12,2
1.76,0.77,13,2
1.76,1.81,14,2
1.76,2.07,15,2
1.76,1.55,16,2
1.76,1.03,17,2
1.76,0.77,18,2
1.76,0.62,19,2
1.76,0.52,20,2
1.76,0.41,21,2
1.76,0.31,22,2
1.76,0.21,23,2
1.81,0.02,0,2
1.81,0.02,1,2
1.81,0.02,2,2
1.81,0.02,3,2
1.81,0.02,4,2
1.81,0.03,5,2
1.81,0.04,6,2
1.81,0.06,7,2
1.81,0.08,8,2
1.81,0.09,9,2
1.81,0.1,10,2
1.81,0.1,11,2
1.81,0.11,12,2
1.81,0.13,13,2
1.81,0.31,14,2
1.81,0.35,15,2
1.81,0.26,16,2
1.81,0.17,17,2
1.81,0.13,18,2
1.81,0.1,19,2
1.81,0.09,20,2
1.81,0.07,21,2
1.81,0.05,22,2
1.81,0.03,23,2
1.74,0.04,0,2
1.74,0.04,1,2
1.74,0.04,2,2
1.74,0.04,3,2
1.74,0.04,4,2
1.74,0.06,5,2
1.74,0.09,6,2
1.74,0.13,7,2
1.74,0.17,8,2
1.74,0.19,9,2
1.74,0.21,10,2
1.74,0.23,11,2
1.74,0.25,12,2
1.74,0.28,13,2
1.74,0.66,14,2
1.74,0.76,15,2
1.74,0.57,16,2
1.74,0.38,17,2
1.74,0.28,18,2
1.74,0.23,19,2
1.74,0.19,20,2
1.74,0.15,21,2
1.74,0.11,22,2
1.74,0.08,23,2
1.69,0.14,0,2
1.69,0.14,1,2
1.69,0.14,2,2
1.69,0.14,3,2
1.69,0.14,4,2
1.69,0.21,5,2
1.69,0.35,6,2
1.69,0.49,7,2
1.69,0.63,8,2
1.69,0.69,9,2
1.69,0.76,10,2
1.69,0.83,11,2
1.69,0.9,12,2
1.69,1.04,13,2
1.69,2.43,14,2
1.69,2.78,15,2
1.69,2.08,16,2
1.69,1.39,17,2
1.69,1.04,18,2
1.69,0.83,19,2
1.69,0.69,20,2
1.69,0.56,21,2
1.69,0.42,22,2
1.69,0.28,23,2
1.77,0.04,0,2
1.77,0.04,1,2
1.77,0.04,2,2
1.77,0.04,3,2
1.77,0.04,4,2
1.77,0.07,5,2
1.77,0.11,6,2
1.77,0.16,7,2
1.77,0.2,8,2
1.77,0.22,9,2
1.77,0.24,10,2
1.77,0.27,11,2
1.77,0.29,12,2
1.77,0.33,13,2
1.77,0.78,14,2
1.77,0.89,15,2
1.77,0.67,16,2
1.77,0.44,17,2
1.77,0.33,18,2
1.77,0.27,19,2
1.77,0.22,20,2
1.77,0.18,21,2
1.77,0.13,22,2
1.77,0.09,23,2
1.84,0.01,0,2
1.84,0.01,1,2
1.84,0.01,2,2
1.84,0.01,3,2
1.84,0.01,4,2
1.84,0.01,5,2
1.84,0.02,6,2
1.84,0.03,7,2
1.84,0.03,8,2
1.84,0.04,9,2
1.84,0.04,10,2
1.84,0.04,11,2
1.84,0.05,12,2
1.84,0.05,13,2
1.84,0.13,14,2
1.84,0.15,15,2
1.84,0.11,16,2
1.84,0.07,17,2
1.84,0.05,18,2
1.84,0.04,19,2
1.84,0.04,20,2
1.84,0.03,21,2
1.84,0.02,22,2
1.84,0.01,23,2
1.76,0.12,0,2
1.76,0.12,1,2
1.76,0.12,2,2
1.76,0.12,3,2
1.76,0.12,4,2
1.76,0.18,5,2
1.76,0.31,6,2
1.76,0.43,7,2
1.76,0.55,8,2
1.76,0.61,9,2
1.76,0.68,10,2
1.76,0.74,11,2
1.76,0.8,12,2
1.76,0.92,13,2
1.76,2.15,14,2
1.76,2.46,15,2
1.76,1.84,16,2
1.76,1.23,17,2
1.76,0.92,18,2
1.76,0.74,19,2
1.76,0.61,20,2
1.76,0.49,21,2
1.76,0.37,22,2
1.76,0.25,23,2
1.82,0.04,0,2
1.82,0.04,1,2
1.82,0.04,2,2
1.82,0.04,3,2
1.82,0.04,4,2
1.82,0.05,5,2
1.82,0.09,6,2
1.82,0.13,7,2
1.82,0.16,8,2
1.82,0.18,9,2
1.82,0.2,10,2
1.82,0.22,11,2
1.82,0.24,12,2
1.82,0.27,13,2
1.82,0.64,14,2
1.82,0.73,15,2
1.82,0.55,16,2
1.82,0.36,17,2
1.82,0.27,18,2
1.82,0.22,19,2
1.82,0.18,20,2
1.82,0.15,21,2
1.82,0.11,22,2
1.82,0.07,23,2
1.83,0.01,0,2
1.83,0.01,1,2
1.83,0.01,2,2
1.83,0.01,3,2
1.83,0.01,4,2
1.83,0.01,5,2
1.83,0.02,6,2
1.83,0.03,7,2
1.83,0.04,8,2
1.83,0.04,9,2
1.83,0.04,10,2
1.83,0.05,11,2
1.83,0.05,12,2
1.83,0.06,13,2
1.83,0.14,14,2
1.83,0.16,15,2
1.83,0.12,16,2
1.83,0.08,17,2
1.83,0.06,18,2
1.83,0.05,19,2
1.83,0.04,20,2
1.83,0.03,21,2
1.83,0.02,22,2
1.83,0.02,23,2
1.73,0.01,0,2
1.73,0.01,1,2
1.73,0.01,2,2
1.73,0.01,3,2
1.73,0.01,4,2
1.73,0.01,5,2
1.73,0.02,6,2
1.73,0.03,7,2
1.73,0.04,8,2
1.73,0.05,9,2
1.73,0.05,10,2
1.73,0.06,11,2
1.73,0.06,12,2
1.73,0.07,13,2
1.73,0.17,14,2
1.73,0.19,15,2
1.73,0.14,16,2
1.73,0.09,17,2
1.73,0.07,18,2
1.73,0.06,19,2
1.73,0.05,20,2
1.73,0.04,21,2
1.73,0.03,22,2
1.73,0.02,23,2
1.69,0.03,0,2
1.69,0.03,1,2
1.69,0.03,2,2
1.69,0.03,3,2
1.69,0.03,4,2
1.69,0.05,5,2
1.69,0.08,6,2
1.69,0.12,7,2
1.69,0.15,8,2
1.69,0.17,9,2
1.69,0.18,10,2
1.69,0.2,11,2
1.69,0.22,12,2
1.69,0.25,13,2
1.69,0.59,14,2
1.69,0.67,15,2
1.69,0.5,16,2
1.69,0.33,17,2
1.69,0.25,18,2
1.69,0.2,19,2
1.69,0.17,20,2
1.69,0.13,21,2
1.69,0.1,22,2
1.69,0.07,23,2
1.7,0.01,0,2
1.7,0.01,1,2
1.7,0.01,2,2
1.7,0.01,3,2
1.7,0.01,4,2
1.7,0.02,5,2
1.7,0.03,6,2
1.7,0.05,7,2
1.7,0.06,8,2
1.7,0.07,9,2
1.7,0.08,10,2
1.7,0.08,11,2
1.7,0.09,12,2
1.7,0.1,13,2
1.7,0.24,14,2
1.7,0.28,15,2
1.7,0.21,16,2
1.7,0.14,17,2
1.7,0.1,18,2
1.7,0.08,19,2
1.7,0.07,20,2
1.7,0.06,21,2
1.7,0.04,22,2
1.7,0.03,23,2
1.69,0.02,0,2
1.69,0.02,1,2
1.69,0.02,2,2
1.69,0.02,3,2
1.69,0.02,4,2
1.69,0.03,5,2
1.69,0.05,6,2
1.69,0.07,7,2
1.69,0.09,8,2
1.69,0.1,9,2
1.69,0.11,10,2
1.69,0.12,11,2
1.69,0.13,12,2
1.69,0.15,13,2
1.69,0.34,14,2
1.69,0.39,15,2
1.69,0.29,16,2
1.69,0.2,17,2
1.69,0.15,18,2
1.69,0.12,19,2
1.69,0.1,20,2
1.69,0.08,21,2
1.69,0.06,22,2
1.69,0.04,23,2
1.7,0.01,0,2
1.7,0.01,1,2
1.7,0.01,2,2
1.7,0.01,3,2
1.7,0.01,4,2
1.7,0.01,5,2
1.7,0.01,6,2
1.7,0.02,7,2
1.7,0.02,8,2
1.7,0.03,9,2
1.7,0.03,10,2
1.7,0.03,11,2
1.7,0.03,12,2
1.7,0.04,13,2
1.7,0.09,14,2
1.7,0.1,15,2
1.7,0.08,16,2
1.7,0.05,17,2
1.7,0.04,18,2
1.7,0.03,19,2
1.7,0.03,20,2
1.7,0.02,21,2
1.7,0.02,22,2
1.7,0.01,23,2
1.69,0.04,0,2
1.69,0.04,1,2
1.69,0.04,2,2
1.69,0.04,3,2
1.69,0.04,4,2
1.69,0.06,5,2
1.69,0.1,6,2
1.69,0.14,7,2
1.69,0.18,8,2
1.69,0.2,9,2
1.69,0.22,10,2
1.69,0.24,11,2
1.69,0.26,12,2
1.69,0.31,13,2
1.69,0.71,14,2
1.69,0.81,15,2
1.69,0.61,16,2
1.69,0.41,17,2
1.69,0.31,18,2
1.69,0.24,19,2
1.69,0.2,20,2
1.69,0.16,21,2
1.69,0.12,22,2
1.69,0.08,23,2
1.65,0.0,0,2
1.65,0.0,1,2
1.65,0.0,2,2
1.65,0.0,3,2
1.65,0.0,4,2
1.65,0.01,5,2
1.65,0.01,6,2
1.65,0.02,7,2
1.65,0.02,8,2
1.65,0.02,9,2
1.65,0.02,10,2
1.65,0.03,11,2
1.65,0.03,12,2
1.65,0.03,13,2
1.65,0.08,14,2
1.65,0.09,15,2
1.65,0.07,16,2
1.65,0.04,17,2
1.65,0.03,18,2
1.65,0.03,19,2
1.65,0.02,20,2
1.65,0.02,21,2
1.65,0.01,22,2
1.65,0.01,23,2
1.66,0.0,0,2
1.66,0.0,1,2
1.66,0.0,2,2
1.66,0.0,3,2
1.66,0.0,4,2
1.66,0.01,5,2
1.66,0.01,6,2
1.66,0.02,7,2
1.66,0.02,8,2
1.66,0.02,9,2
1.66,0.02,10,2
1.66,0.03,11,2
1.66,0.03,12,2
1.66,0.03,13,2
1.66,0.08,14,2
1.66,0.09,15,2
1.66,0.07,16,2
1.66,0.04,17,2
1.66,0.03,18,2
1.66,0.03,19,2
1.66,0.02,20,2
1.66,0.02,21,2
1.66,0.01,22,2
1.66,0.01,23,2
1.64,0.0,0,2
1.64,0.0,1,2
1.64,0.0,2,2
1.64,0.0,3,2
1.64,0.0,4,2
1.64,0.0,5,2
1.64,0.01,6,2
1.64,0.01,7,2
1.64,0.01,8,2
1.64,0.01,9,2
1.64,0.01,10,2
1.64,0.01,11,2
1.64,0.01,12,2
1.64,0.02,13,2
1.64,0.04,14,2
1.64,0.04,15,2
1.64,0.03,16,2
1.64,0.02,17,2
1.64,0.02,18,2
1.64,0.01,19,2
1.64,0.01,20,2
1.64,0.01,21,2
1.64,0.01,22,2
1.64,0.0,23,2
1.62,0.01,0,2
1.62,0.01,1,2
1.62,0.01,2,2
1.62,0.01,3,2
1.62,0.01,4,2
1.62,0.01,5,2
1.62,0.02,6,2
1.62,0.03,7,2
1.62,0.04,8,2
1.62,0.04,9,2
1.62,0.05,10,2
1.62,0.05,11,2
1.62,0.06,12,2
1.62,0.07,13,2
1.62,0.15,14,2
1.62,0.17,15,2
1.62,0.13,16,2
1.62,0.09,17,2
1.62,0.07,18,2
1.62,0.05,19,2
1.62,0.04,20,2
1.62,0.03,21,2
1.62,0.03,22,2
1.62,0.02,23,2
1.61,0.0,0,2
1.61,0.0,1,2
1.61,0.0,2,2
1.61,0.0,3,2
1.61,0.0,4,2
1.61,0.0,5,2
1.61,0.0,6,2
1.61,0.0,7,2
1.61,0.0,8,2
1.61,0.0,9,2
1.61,0.0,10,2
1.61,0.0,11,2
1.61,0.0,12,2
1.61,0.0,13,2
1.61,0.0,14,2
1.61,0.0,15,2
1.61,0.0,16,2
1.61,0.0,17,2
1.61,0.0,18,2
1.61,0.0,19,2
1.61,0.0,20,2
1.61,0.0,21,2
1.61,0.0,22,2
1.61,0.0,23,2
1.6,0.01,0,2
1.6,0.01,1,2
1.6,0.01,2,2
1.6,0.01,3,2
1.6,0.01,4,2
1.6,0.01,5,2
1.6,0.01,6,2
1.6,0.02,7,2
1.6,0.02,8,2
1.6,0.03,9,2
1.6,0.03,10,2
1.6,0.03,11,2
1.6,0.03,12,2
1.6,0.04,13,2
1.6,0.09,14,2
1.6,0.1,15,2
1.6,0.08,16,2
1.6,0.05,17,2
1.6,0.04,18,2
1.6,0.03,19,2
1.6,0.03,20,2
1.6,0.02,21,2
1.6,0.02,22,2
1.6,0.01,23,2
1.58,0.06,0,3
1.58,0.06,1,3
1.58,0.06,2,3
1.58,0.06,3,3
1.58,0.06,4,3
1.58,0.09,5,3
1.58,0.15,6,3
1.58,0.21,7,3
1.58,0.27,8,3
1.58,0.3,9,3
1.58,0.33,10,3
1.58,0.36,11,3
1.58,0.39,12,3
1.58,0.45,13,3
1.58,1.06,14,3
1.58,1.21,15,3
1.58,0.91,16,3
1.58,0.6,17,3
1.58,0.45,18,3
1.58,0.36,19,3
1.58,0.3,20,3
1.58,0.24,21,3
1.58,0.18,22,3
1.58,0.12,23,3
1.63,0.06,0,3
1.63,0.06,1,3
1.63,0.06,2,3
1.63,0.06,3,3
1.63,0.06,4,3
1.63,0.09,5,3
1.63,0.15,6,3
1.63,0.21,7,3
1.63,0.27,8,3
1.63,0.29,9,3
1.63,0.32,10,3
1.63,0.35,11,3
1.63,0.38,12,3
1.63,0.44,13,3
1.63,1.03,14,3
1.63,1.18,15,3
1.63,0.88,16,3
1.63,0.59,17,3
1.63,0.44,18,3
1.63,0.35,19,3
1.63,0.29,20,3
1.63,0.24,21,3
1.63,0.18,22,3
1.63,0.12,23,3
1.66,0.11,0,3
1.66,0.11,1,3
1.66,0.11,2,3
1.66,0.11,3,3
1.66,0.11,4,3
1.66,0.17,5,3
1.66,0.29,6,3
1.66,0.4,7,3
1.66,0.52,8,3
1.66,0.57,9,3
1.66,0.63,10,3
1.66,0.69,11,3
1.66,0.75,12,3
1.66,0.86,13,3
1.66,2.01,14,3
1.66,2.3,15,3
1.66,1.72,16,3
1.66,1.15,17,3
1.66,0.86,18,3
1.66,0.69,19,3
1.66,0.57,20,3
1.66,0.46,21,3
1.66,0.34,22,3
1.66,0.23,23,3
1.76,0.04,0,3
1.76,0.04,1,3
1.76,0.04,2,3
1.76,0.04,3,3
1.76,0.04,4,3
1.76,0.06,5,3
1.76,0.11,6,3
1.76,0.15,7,3
1.76,0.19,8,3
1.76,0.21,9,3
1.76,0.23,10,3
1.76,0.25,11,3
1.76,0.27,12,3
1.76,0.32,13,3
1.76,0.74,14,3
1.76,0.84,15,3
1.76,0.63,16,3
1.76,0.42,17,3
1.76,0.32,18,3
1.76,0.25,19,3
1.76,0.21,20,3
1.76,0.17,21,3
1.76,0.13,22,3
1.76,0.08,23,3
1.78,0.16,0,3
1.78,0.16,1,3
1.78,0.16,2,3
1.78,0.16,3,3
1.78,0.16,4,3
1.78,0.24,5,3
1.78,0.4,6,3
1.78,0.56,7,3
1.78,0.72,8,3
1.78,0.8,9,3
1.78,0.88,10,3
1.78,0.96,11,3
1.78,1.04,12,3
1.78,1.2,13,3
1.78,2.8,14,3
1.78,3.2,15,3
1.78,2.4,16,3
1.78,1.6,17,3
1.78,1.2,18,3
1.78,0.96,19,3
1.78,0.8,20,3
1.78,0.64,21,3
1.78,0.48,22,3
1.78,0.32,23,3
1.96,0.04,0,3
1.96,0.04,1,3
1.96,0.04,2,3
1.96,0.04,3,3
1.96,0.04,4,3
1.96,0.06,5,3
1.96,0.09,6,3
1.96,0.13,7,3
1.96,0.17,8,3
1.96,0.19,9,3
1.96,0.21,10,3
1.96,0.23,11,3
1.96,0.25,12,3
1.96,0.28,13,3
1.96,0.66,14,3
1.96,0.76,15,3
1.96,0.57,16,3
1.96,0.38,17,3
1.96,0.28,18,3
1.96,0.23,19,3
1.96,0.19,20,3
1.96,0.15,21,3
1.96,0.11,22,3
1.96,0.08,23,3
1.98,0.19,0,3
1.98,0.19,1,3
1.98,0.19,2,3
1.98,0.19,3,3
1.98,0.19,4,3
1.98,0.28,5,3
1.98,0.46,6,3
1.98,0.65,7,3
1.98,0.83,8,3
1.98,0.93,9,3
1.98,1.02,10,3
1.98,1.11,11,3
1.98,1.21,12,3
1.98,1.39,13,3
1.98,3.25,14,3
1.98,3.71,15,3
1.98,2.78,16,3
1.98,1.85,17,3
1.98,1.39,18,3
1.98,1.11,19,3
1.98,0.93,20,3
1.98,0.74,21,3
1.98,0.56,22,3
1.98,0.37,23,3
2.07,0.1,0,3
2.07,0.1,1,3
2.07,0.1,2,3
2.07,0.1,3,3
2.07,0.1,4,3
2.07,0.16,5,3
2.07,0.26,6,3
2.07,0.37,7,3
2.07,0.47,8,3
2.07,0.52,9,3
2.07,0.58,10,3
2.07,0.63,11,3
2.07,0.68,12,3
2.07,0.79,13,3
2.07,1.83,14,3
2.07,2.09,15,3
2.07,1.57,16,3
2.07,1.05,17,3
2.07,0.79,18,3
2.07,0.63,19,3
2.07,0.52,20,3
2.07,0.42,21,3
2.07,0.31,22,3
2.07,0.21,23,3
2.06,0.0,0,3
2.06,0.0,1,3
2.06,0.0,2,3
2.06,0.0,3,3
2.06,0.0,4,3
2.06,0.0,5,3
2.06,0.0,6,3
2.06,0.0,7,3
2.06,0.0,8,3
2.06,0.0,9,3
2.06,0.0,10,3
2.06,0.0,11,3
2.06,0.0,12,3
2.06,0.0,13,3
2.06,0.0,14,3
2.06,0.0,15,3
2.06,0.0,16,3
2.06,0.0,17,3
2.06,0.0,18,3
2.06,0.0,19,3
2.06,0.0,20,3
2.06,0.0,21,3
2.06,0.0,22,3
2.06,0.0,23,3
1.88,0.05,0,3
1.88,0.05,1,3
1.88,0.05,2,3
1.88,0.05,3,3
1.88,0.05,4,3
1.88,0.08,5,3
1.88,0.13,6,3
1.88,0.18,7,3
1.88,0.24,8,3
